296,0,0,186,0,1090,769,28,25.18
153,102,0,192,0,888,943.1,3,4.78
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
290.4,0,96.2,168.1,9.4,961.2,865,100,48.97
237.5,237.5,0,228,0,932,594,7,26.26
385,0,0,186,0,966,763,14,27.92
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,47.74
380,95,0,228,0,932,594,90,40.56
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52
198.6,132.4,0,192,0,978.4,825.5,7,14.64
388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.9
540,0,0,162,2.5,1040,676,28,79.99
238.1,0,94.1,186.7,7,949.9,847,100,44.3
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,40.23
375,0,0,186,0,1038,758,7,26.06
388.6,97.1,0,157.9,12.1,852.1,925.7,56,55.2
393,0,0,192,0,940.6,785.6,7,27.74
389.9,189,0,145.9,22,944.7,755.8,28,74.5
469,117.2,0,137.8,32.2,852.1,840.5,91,70.7
313,145,0,178,8,867,824,28,44.39
146,173,0,182,3,986,817,28,23.74
250.2,166.8,0,203.5,0,977.6,694.1,3,9.73
469,117.2,0,137.8,32.2,852.1,840.5,3,40.2
315,137,0,145,5.9,1130,745,28,81.75
213.7,0,174.7,154.8,10.2,1053.5,776.4,28,40.15
388.6,97.1,0,157.9,12.1,852.1,925.7,28,50.7
374.3,0,0,190.2,6.7,1013.2,730.4,28,39.06
272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54
133,200,0,192,0,927.4,839.2,7,13.66
310,142.8,0,167.9,10,914.3,804,28,45.3
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,17.37
289,133.7,0,194.9,5.5,924.1,760.1,28,46.25
331,0,0,192,0,1025,821,3,14.31
165,0,143.6,163.8,0,1005.6,900.9,3,14.4
540,0,0,173,0,1125,613,28,67.31
190,190,0,228,0,932,670,180,46.93
323.7,282.8,0,183.8,10.3,942.7,659.9,56,80.2
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
144,170,133,192,8,814,805,28,29.87
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
190.7,0,125.4,162.1,7.8,1090,804,14,21.06
250,0,95.7,187.4,5.5,956.9,861.2,3,13.82
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.84
181.4,0,167,169.6,7.6,1055.6,777.8,100,45.37
236,0,0,193,0,968,885,7,9.99
350,0,0,203,0,974,775,7,18.13
304,76,0,228,0,932,670,180,50.95
475,0,0,228,0,932,594,270,42.13
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19
336.5,0,0,181.9,3.4,985.8,816.8,28,44.87
491,26,123,210,3.9,882,699,3,25.61
157,236,0,192,0,935.4,781.2,28,33.66
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
252,0,0,185,0,1111,784,7,13.71
393,0,0,192,0,940.6,785.6,28,39.6
475,0,0,228,0,932,594,365,41.93
155,183,0,193,9,877,868,28,23.79
359,19,141,154,10.9,942,801,56,68.75
255,99,77,189,6,919,749,28,33.8
446,24,79,162,11.6,967,712,3,23.35
446,24,79,162,11.6,967,712,56,61.07
424,22,132,178,8.5,822,750,7,39
387,20,94,157,13.9,938,845,28,46.68
277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7
359,19,141,154,10.9,942,801,28,59.49
333,0,0,192,0,931.2,842.6,28,31.97
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
230,0,118.3,195.5,4.6,1029.4,758.6,28,24.48
339.2,0,0,185.7,0,1069.2,754.3,7,21.18
158,0,195,220,11,898,713,28,8.54
102,153,0,192,0,887,942,3,4.57
152,178,139,168,18,944,695,28,36.35
339,0,0,197,0,968,781,14,27.04
475,118.8,0,181.1,8.9,852.1,781.5,7,55.6
424,22,132,168,8.9,822,750,56,74.36
153,145,113,178,8,867,824,28,26.23
289,0,0,192,0,913.2,895.3,7,14.6
251.4,0,118.3,188.5,5.8,1028.4,757.7,56,36.97
203.5,305.3,0,203.5,0,963.4,630,90,51.86
287,121,94,188,9,904,696,28,41.94
288,192,0,192,0,932,717.8,28,38.8
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,42.92
167,75.4,167,164,7.9,1007.3,770.1,14,32.9
166.1,0,163.3,176.5,4.5,1058.6,780.1,28,21.54
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
156,178,187,221,7,854,614,28,29.41
228,342.1,0,185.7,0,955.8,674.3,28,39.7
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6
446,24,79,162,11.6,967,712,3,35.36
289,0,0,192,0,913.2,895.3,90,32.07
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
254,0,0,198,0,968,863,180,27.63
148,0,137,158,16,1002,830,28,17.95
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26
167,75.4,167,164,7.9,1007.3,770.1,100,56.81
186.2,124.1,0,185.7,0,1083.4,764.3,7,8
322,0,0,203,0,974,800,14,20.77
491,26,123,201,3.9,822,699,56,61.86
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22
198.6,132.4,0,192,0,978.4,825.5,28,28.02
255,0,0,192,0,889.8,945,3,8.2
310,0,0,192,0,1012,830,120,38.7
155,183,0,193,9,1047,697,28,18.28
249.1,0,98.8,158.1,12.8,987.8,889,28,30.85
349,0,0,192,0,1047,806,90,39.49
342,38,0,228,0,932,670,180,52.12
277,0,0,191,0,968,856,14,21.26
167,75.4,167,164,7.9,1007.3,770.1,3,15.52
102,153,0,192,0,887,942,28,17.28
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14
156,243,0,180,11,1022,698,28,37.36
295,0,0,185,0,1069,769,28,25.18
380,95,0,228,0,932,594,28,36.45
141.3,212,0,203.5,0,971.8,748.5,7,10.39
331,0,0,192,0,1025,821,120,39.38
233.8,0,94.6,197.9,4.6,947,852.2,28,22.84
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.33
312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
143,169,143,191,8,967,643,28,29.72
298,137,107,201,6,878,655,28,53.52
148,175,0,171,2,1000,828,28,26.92
290.4,0,96.2,168.1,9.4,961.2,865,28,34.74
108.3,162.4,0,203.5,0,938.2,849,3,2.33
277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89
151,0,185,167,16,1074,678,28,13.46
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73
387,20,94,157,14.3,938,845,7,36.84
203.5,305.3,0,203.5,0,963.4,630,3,9.56
165,0,143.6,163.8,0,1005.6,900.9,14,16.88
139.6,209.4,0,192,0,1047,806.9,7,14.59
393,0,0,192,0,940,758,90,48.79
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
379.5,151.2,0,153.9,15.9,1134.3,605,7,47.1
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77
116,173,0,192,0,909.8,891.9,28,22.35
500,0,0,200,0,1125,613,14,36.94
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02
321,164,0,190,5,870,774,28,57.21
162,207,172,216,10,822,638,28,39.84
427.5,47.5,0,228,0,932,594,90,41.54
251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59
323.7,282.8,0,183.8,10.3,942.7,659.9,28,74.7
194.7,0,100.5,165.6,7.5,1006.4,905.9,3,12.45
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
332.5,142.5,0,228,0,932,594,28,33.02
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12
231.8,0,121.6,174,6.7,1056.4,778.5,100,45.84
136,196,98,199,6,847,783,28,26.97
385,0,0,186,0,966,763,28,31.35
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,51.33
380,0,0,228,0,932,670,180,53.1
237,92,71,247,6,853,695,28,28.63
389.9,189,0,145.9,22,944.7,755.8,7,59.09
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05
397,17.2,158,167,20.8,967,633,28,55.65
